1,2,3,type
37,0,80,1
44,0,86,1
45,-1,83,1
56,0,97,4
41,0,83,1
48,-1,83,1
60,4,87,1
50,-4,86,1
47,0,84,1
45,0,78,1
54,-1,78,1
51,-2,84,1
40,2,77,1
44,3,108,1
46,2,86,1
55,0,78,4
86,5,89,5
37,0,83,1
37,0,93,1
55,-1,97,4
43,0,77,1
56,0,86,1
45,-1,78,1
50,2,82,1
45,2,78,1
45,4,80,1
41,1,81,1
37,0,77,1
59,0,108,1
46,0,76,1
41,0,89,1
51,0,86,1
37,0,81,1
55,-1,98,4
37,0,79,1
43,-6,83,1
37,0,76,1
46,5,86,1
42,0,82,1
37,0,81,1
37,0,78,1
37,0,78,1
37,0,81,1
48,1,106,1
37,0,93,1
37,0,78,1
37,0,104,1
41,0,85,1
51,0,87,1
103,0,104,5
51,-1,109,1
37,0,75,1
37,2,106,1
45,-1,81,1
49,1,102,1
52,5,84,1
46,0,81,1
57,13,73,4
37,0,83,1
105,0,106,5
43,0,77,1
45,0,83,1
37,0,94,1
48,-1,108,1
56,0,78,4
53,1,79,1
37,0,83,1
37,-1,77,1
37,0,81,1
56,4,96,1
37,0,81,1
37,0,78,1
51,1,81,1
37,0,79,1
37,0,78,1
46,3,83,1
42,2,86,1
52,2,79,1
39,1,77,1
37,4,79,1
37,0,98,1
40,3,106,1
41,0,86,1
37,0,97,1
43,0,88,1
37,0,79,1
82,0,86,5
47,-1,87,1
37,0,84,1
56,0,107,1
58,0,86,1
37,0,79,1
39,-5,106,1
40,3,89,1
37,0,77,1
37,0,78,1
44,0,83,1
37,0,86,1
37,0,76,1
56,0,95,4
85,0,88,5
41,0,81,1
37,0,79,1
37,-36,106,1
43,-4,79,1
48,3,79,1
48,0,88,1
50,0,78,1
55,0,78,4
37,0,84,1
39,2,82,1
46,5,81,1
53,0,88,1
51,3,87,1
55,4,85,1
46,0,85,1
44,0,80,1
45,-5,77,1
56,0,78,4
41,0,83,1
55,0,78,4
40,-1,81,1
40,0,81,1
43,0,86,1
56,4,77,4
41,-1,77,1
37,-2,109,1
55,0,78,1
46,-2,79,1
56,-1,86,1
41,-1,84,1
55,0,92,4
54,0,102,1
39,2,75,1
45,-1,85,1
44,1,77,1
44,0,102,1
55,0,79,4
41,0,77,1
40,0,76,1
45,0,86,1
56,0,77,4
47,-4,88,1
76,-1,81,5
58,-2,86,1
46,0,90,1
37,0,77,1
37,0,80,1
47,1,75,1
45,-2,83,1
56,0,97,4
37,0,76,1
53,0,84,1
37,1,79,1
43,-1,89,1
37,0,97,1
55,0,96,4
45,0,78,1
53,1,78,1
55,0,98,4
43,-5,86,1
45,0,88,1
55,0,77,4
37,0,83,1
38,0,86,1
41,0,108,1
56,-1,87,1
47,-4,79,1
56,0,95,4
37,0,79,1
46,0,77,1
37,3,79,1
59,0,87,1
47,-2,86,1
44,1,89,1
52,2,85,1
37,0,78,1
57,0,85,1
37,0,77,1
56,0,82,1
56,0,78,4
55,-2,78,4
37,0,92,1
56,5,96,4
43,0,86,1
80,0,84,5
37,0,100,1
37,0,80,1
55,0,76,4
62,0,109,1
45,0,85,1
37,0,74,1
54,6,77,4
36,-4,82,1
37,0,79,1
37,0,76,1
37,5,75,1
56,-2,97,4
42,-4,76,1
49,5,85,1
56,0,96,1
38,2,79,1
37,0,104,1
45,-3,77,1
55,-1,77,4
49,0,79,1
37,0,76,1
46,-3,78,1
56,0,78,4
50,-5,86,1
102,0,102,5
44,-1,87,1
37,0,77,1
37,0,93,1
37,0,79,1
38,0,104,1
37,-3,80,1
37,0,78,1
37,0,79,1
37,0,108,1
55,0,78,4
46,2,86,1
43,0,81,1
53,-4,108,1
53,-5,87,1
43,0,81,1
43,-1,86,1
41,0,81,1
37,0,77,1
45,-1,83,1
37,-2,81,1
51,0,86,1
49,-2,89,1
37,0,79,1
56,0,97,4
47,0,86,1
37,0,76,1
50,4,81,1
43,-1,89,1
57,3,82,1
45,0,86,1
37,0,94,1
37,0,84,1
44,0,86,1
55,-1,79,1
37,0,92,1
46,5,79,1
42,-4,77,1
51,0,77,1
39,-2,81,1
42,0,90,1
55,0,77,4
37,0,104,1
44,0,86,1
37,0,97,1
56,0,86,1
37,0,82,1
37,0,99,1
55,0,78,4
51,3,88,1
104,0,105,5
44,0,76,1
40,-1,86,1
55,4,77,4
41,0,79,1
53,0,88,1
56,0,76,4
37,0,78,1
55,0,96,4
56,0,96,4
45,3,93,1
55,0,99,4
53,2,86,1
51,0,81,1
82,0,86,5
37,0,95,1
43,4,75,1
44,0,76,1
53,-5,83,1
53,0,85,1
37,0,78,1
44,-5,109,1
52,-5,109,1
43,0,76,1
49,0,96,1
39,0,81,1
45,0,100,1
73,11,77,5
37,-4,77,1
51,-5,78,1
44,0,81,1
51,5,91,1
81,3,84,5
86,8,89,5
53,0,104,1
41,0,79,1
37,0,78,1
41,-2,76,1
56,0,97,4
37,0,84,1
48,0,76,1
57,-5,80,1
37,0,81,1
54,0,81,1
55,-2,98,4
107,0,108,5
37,0,77,1
56,0,87,1
56,5,81,1
45,0,86,1
38,0,109,1
55,0,78,4
105,0,106,5
55,0,78,4
47,3,86,1
37,0,77,1
56,0,96,4
37,0,83,1
56,0,78,4
37,0,77,1
55,0,92,4
56,0,95,4
55,1,80,1
51,1,91,1
53,-2,79,1
46,0,76,1
37,0,77,1
43,-5,76,1
37,4,94,1
45,0,84,1
47,1,86,1
37,0,81,1
37,0,78,1
56,0,96,4
37,0,76,1
55,0,97,4
49,0,82,1
55,0,108,1
37,0,79,1
46,-5,83,1
37,-3,100,1
56,0,80,4
37,0,81,1
37,0,79,1
56,0,86,1
45,1,76,1
37,0,76,1
37,0,79,1
37,0,80,1
50,0,87,1
51,3,87,1
56,0,96,1
37,0,77,1
44,-1,82,1
45,0,80,1
56,0,78,4
54,-5,81,1
37,1,75,1
41,0,77,1
46,0,82,1
56,2,97,4
55,0,93,4
82,0,86,5
55,0,77,4
42,0,88,1
38,3,77,1
55,-3,80,4
55,0,78,4
41,1,84,1
42,0,81,1
105,-4,107,5
37,0,77,1
81,0,84,5
104,1,106,5
55,0,82,4
44,0,87,1
37,0,95,1
37,0,105,1
55,4,81,1
37,0,81,1
53,0,77,1
55,0,77,4
39,3,83,1
49,-4,101,1
56,1,99,4
55,0,96,4
37,0,77,1
37,-2,78,1
39,0,81,1
38,0,106,1
55,0,77,4
37,0,77,1
44,0,75,1
37,0,92,1
57,0,91,1
37,0,75,1
49,3,82,1
37,0,76,1
105,4,106,5
56,0,79,4
55,-1,80,1
49,4,89,1
55,0,77,4
37,0,80,1
46,0,88,1
41,1,80,1
59,2,84,1
44,-2,76,1
43,-4,86,1
49,0,81,1
38,-5,79,1
37,0,78,1
38,4,105,1
56,1,96,4
56,0,77,4
37,0,82,1
49,0,88,1
37,0,75,1
44,5,88,1
51,0,83,1
42,0,83,1
55,0,93,4
37,0,92,1
49,0,88,1
85,-9,89,5
51,-1,82,1
56,0,77,4
41,0,87,1
44,0,86,1
51,0,88,1
78,1,82,5
79,0,83,5
43,-2,87,1
41,3,76,1
45,0,85,1
37,0,105,1
37,0,77,1
37,0,104,1
56,0,77,4
85,1,88,5
37,0,80,1
50,0,107,1
42,-4,77,1
38,1,83,1
53,-4,82,1
37,0,77,1
45,0,83,1
55,0,97,4
37,0,75,1
56,1,86,1
47,-3,83,1
55,0,98,4
55,0,92,4
56,1,86,1
51,0,79,1
54,0,81,1
56,-1,97,4
49,2,85,1
55,0,82,4
41,-2,80,1
47,3,87,1
37,0,76,1
82,0,86,5
46,0,81,1
58,0,82,1
56,0,85,1
45,0,88,1
50,0,86,1
45,2,106,1
56,3,97,4
37,0,76,1
59,0,108,1
55,5,77,4
44,-5,80,1
55,0,81,4
37,-5,77,1
39,0,78,1
47,0,109,1
37,0,82,1
49,0,86,1
45,0,84,1
76,-1,80,5
46,2,83,1
37,0,103,1
37,0,79,1
50,3,83,1
55,0,77,4
37,0,79,1
45,-1,82,1
45,1,76,1
44,0,84,1
37,0,79,1
37,0,78,1
45,0,82,1
37,-5,76,1
46,3,81,1
55,0,80,4
41,5,79,1
37,0,105,1
49,1,102,1
46,0,76,1
55,0,79,4
45,0,79,1
40,5,76,1
37,0,77,1
43,0,85,1
55,0,76,4
81,1,85,5
41,1,108,1
37,-4,76,1
53,-2,83,1
37,0,78,1
56,0,80,4
43,0,83,1
49,0,84,1
37,0,80,1
51,0,80,1
104,0,105,5
41,3,79,1
46,0,76,1
37,0,76,1
79,-5,84,5
37,0,83,1
82,0,85,5
41,-1,79,1
55,0,95,4
55,0,96,4
49,2,106,1
55,0,81,1
46,4,79,1
37,0,97,1
37,0,81,1
48,0,86,1
78,5,81,5
45,-1,82,1
37,0,77,1
44,0,84,1
82,-1,86,5
37,0,100,1
55,0,76,4
49,2,106,1
42,0,83,1
81,0,84,5
43,-1,83,1
46,4,76,1
37,0,79,1
37,0,83,1
55,0,79,4
45,-4,108,1
56,-2,95,4
53,6,79,4
55,0,95,4
56,0,77,4
69,-28,107,3
56,-3,96,4
49,1,82,1
56,0,97,1
37,-3,81,1
49,1,85,1
57,-4,80,1
41,3,77,1
103,-5,104,5
37,0,82,1
104,2,105,5
56,2,95,1
52,0,82,1
56,0,95,1
43,-5,87,1
45,0,88,1
83,0,86,5
51,0,88,1
37,0,79,1
37,0,80,1
50,1,88,1
46,5,79,1
38,0,109,1
44,0,89,1
53,0,80,1
53,0,88,1
37,0,79,1
46,0,88,1
41,0,100,1
48,-2,77,1
56,0,79,4
39,0,79,1
46,-3,107,1
43,0,85,1
37,0,76,1
49,0,108,1
45,-2,81,1
46,-1,87,1
37,-2,108,1
42,-3,85,1
56,5,97,4
56,-4,81,1
56,0,95,4
45,1,86,1
37,0,77,1
54,-2,108,1
46,1,87,1
56,0,76,4
41,-2,100,1
43,0,83,1
104,0,105,5
37,0,77,1
39,14,77,1
83,0,86,5
56,-1,78,4
58,4,86,1
45,-3,76,1
60,0,108,1
80,-2,84,5
41,2,86,1
37,0,76,1
37,0,75,1
53,0,84,1
51,0,88,1
37,0,77,1
55,0,95,4
48,0,81,1
49,-1,96,1
55,0,79,4
41,0,97,1
56,0,77,4
41,0,79,1
37,4,80,1
46,1,108,1
37,-3,81,1
37,0,77,1
37,0,95,1
48,0,86,1
53,-2,88,1
37,0,79,1
37,4,79,1
37,0,97,1
52,0,79,1
79,-1,84,5
56,0,107,1
53,5,79,1
40,2,77,1
101,-3,102,5
46,2,84,1
51,-1,79,1
85,-3,89,5
41,0,79,1
56,0,97,4
45,0,87,1
43,-2,89,1
43,-3,79,1
82,0,86,5
37,0,77,1
56,0,97,4
41,0,108,1
49,0,88,1
47,-1,84,1
51,0,86,1
37,0,77,1
45,-4,77,1
37,0,79,1
43,0,81,1
37,0,102,1
37,0,76,1
41,5,79,1
41,3,86,1
56,0,97,4
77,5,81,5
46,0,79,1
53,-2,79,1
48,-1,81,1
48,-1,80,1
37,0,77,1
55,0,93,4
37,0,76,1
46,0,78,1
56,0,77,4
50,-1,101,1
48,0,109,1
50,1,87,1
55,-3,81,4
37,0,80,1
56,0,96,4
37,0,76,1
54,0,83,1
81,0,84,5
42,0,79,1
37,0,80,1
55,0,97,4
37,0,104,1
37,0,79,1
37,0,80,1
56,0,86,1
45,0,76,1
37,0,78,1
52,0,85,1
41,0,81,1
55,0,108,1
56,0,86,1
37,0,81,1
46,0,85,1
37,0,76,1
80,2,84,5
56,0,96,4
38,-4,110,1
44,4,95,1
37,0,76,1
56,0,81,4
46,5,83,1
37,-2,100,1
37,0,79,1
102,0,102,5
41,0,86,1
37,0,78,1
45,4,88,1
37,0,79,1
83,0,86,5
37,0,82,1
49,-2,84,1
55,0,95,4
44,2,86,1
45,0,87,1
43,4,96,1
37,0,77,1
39,3,78,1
44,0,84,1
56,0,80,4
37,0,75,1
37,0,103,1
51,-1,81,1
52,0,86,1
45,-1,79,1
77,3,81,5
55,5,86,1
44,0,76,1
55,0,83,4
43,0,86,1
56,0,95,4
45,0,86,1
53,0,81,1
107,0,109,5
56,0,92,1
46,1,79,1
49,-1,81,1
48,0,81,1
49,0,83,1
51,0,84,1
41,-5,76,1
51,0,86,1
37,0,76,1
42,0,81,1
49,0,85,1
55,0,92,4
37,0,103,1
44,1,81,1
37,0,79,1
56,0,80,4
37,0,77,1
40,-5,81,1
59,-3,84,1
37,0,77,1
46,0,87,1
37,0,75,1
37,0,76,1
37,5,80,1
51,1,84,1
45,2,81,1
53,0,91,1
44,-4,92,1
38,0,83,1
41,5,83,1
56,0,81,4
49,0,87,1
46,0,88,1
41,2,81,1
37,0,90,1
50,3,87,1
37,0,77,1
55,0,98,4
37,0,77,1
37,-2,106,1
51,0,86,1
79,0,83,5
82,0,86,5
108,1,109,5
45,-3,106,1
37,1,97,1
49,3,88,1
41,0,86,1
37,0,76,1
80,-3,84,5
41,0,86,1
43,0,87,1
37,0,76,1
47,3,78,1
56,0,96,4
41,-3,84,1
45,0,81,1
37,0,76,1
48,3,86,1
41,-1,97,1
41,0,89,1
37,0,80,1
56,0,95,4
56,0,79,4
82,-1,86,5
53,0,83,1
37,0,90,1
58,0,108,1
56,3,91,4
43,0,86,1
55,0,77,4
55,0,96,4
41,0,76,1
37,0,103,1
55,0,95,4
37,2,82,1
38,4,83,1
37,-4,77,1
55,0,95,4
45,0,87,1
54,4,81,1
38,0,82,1
56,5,99,4
37,0,77,1
81,0,84,5
37,0,76,1
44,2,76,1
37,0,75,1
44,0,86,1
37,0,83,1
55,0,78,4
55,-1,83,1
44,1,76,1
56,0,81,4
85,2,88,5
43,-1,76,1
56,0,77,4
49,5,81,1
37,0,84,1
39,-1,78,1
53,5,86,1
56,0,95,4
37,0,86,1
37,0,80,1
47,4,86,1
85,4,88,5
42,4,76,1
42,1,83,1
55,0,98,1
46,4,106,1
44,0,84,1
41,2,78,1
44,-4,83,1
37,-1,99,1
46,0,83,1
41,3,97,1
37,0,84,1
37,0,80,1
39,-3,80,1
47,0,86,1
37,0,79,1
37,0,104,1
37,0,75,1
47,4,90,1
45,-1,88,1
37,0,79,1
37,0,81,1
37,0,76,1
47,0,84,1
56,0,79,4
49,-1,81,1
56,0,79,4
37,0,79,1
55,0,77,4
37,1,79,1
48,-5,84,1
44,3,76,1
50,1,79,1
45,0,86,1
41,0,83,1
37,0,79,1
52,0,88,1
37,0,78,1
81,0,84,5
41,0,85,1
55,0,95,4
55,-1,98,4
56,0,76,4
45,2,86,1
49,0,79,1
37,0,95,1
56,-2,97,4
42,0,79,1
55,0,95,4
50,0,87,1
37,0,81,1
37,0,75,1
56,0,95,4
66,-1,109,1
53,-1,84,1
43,0,83,1
56,0,96,4
37,0,75,1
38,-3,93,1
55,0,77,4
45,0,88,1
37,0,76,1
37,-4,106,1
37,3,78,1
50,1,84,1
43,0,75,1
55,-1,83,1
53,0,83,1
53,-3,81,1
85,3,88,5
51,0,87,1
37,-3,77,1
48,0,86,1
45,0,89,1
49,1,88,1
83,0,86,5
37,0,107,1
37,0,79,1
54,-5,81,1
43,0,83,1
56,0,78,1
41,0,108,1
80,0,84,5
37,0,77,1
55,0,93,4
55,0,95,4
45,-1,78,1
44,0,86,1
102,4,103,5
53,0,81,1
45,2,83,1
44,0,95,1
49,0,106,1
78,-1,82,5
54,5,81,1
45,2,79,1
55,0,83,1
54,-3,108,1
46,1,83,1
52,0,86,1
37,-2,90,1
37,0,79,1
55,0,96,4
81,0,86,5
104,0,105,5
37,0,80,1
37,0,79,1
52,1,88,1
53,0,90,1
38,4,76,1
37,2,79,1
55,0,77,4
46,1,76,1
37,-4,90,1
43,-5,109,1
38,1,77,1
56,0,97,4
52,-5,88,1
49,0,81,1
49,0,88,1
37,-85,77,3
37,0,75,1
56,3,98,4
37,0,76,1
51,0,86,1
46,1,79,1
43,0,83,1
37,-1,77,1
37,0,78,1
52,-5,79,1
84,7,89,5
55,0,78,4
41,0,81,1
37,0,78,1
56,-1,95,4
37,0,80,1
37,-2,107,1
41,0,77,1
37,0,80,1
55,0,78,4
56,1,81,4
37,0,76,1
38,0,105,1
38,4,76,1
39,0,77,1
85,-2,89,5
53,0,80,1
56,0,78,4
55,0,97,4
44,0,79,1
43,0,79,1
52,0,80,1
43,-5,86,1
39,1,84,1
41,0,77,1
45,0,81,1
37,0,95,1
45,1,86,1
37,0,91,1
51,-1,81,1
56,0,95,1
56,0,80,1
49,0,83,1
37,0,95,1
47,0,85,1
39,0,79,1
53,0,85,1
37,0,79,1
37,1,98,1
46,0,85,1
56,0,95,4
43,-1,90,1
48,0,89,1
103,0,104,5
43,0,77,1
37,0,82,1
55,0,77,4
51,0,88,1
58,3,84,1
50,0,107,1
50,1,86,1
44,0,77,1
41,3,81,1
37,-1,102,1
37,0,78,1
52,-5,109,1
55,0,93,4
55,0,78,4
52,-4,83,1
55,0,82,4
50,3,88,1
44,-3,86,1
55,0,77,4
39,0,77,1
52,-5,77,1
55,0,92,4
37,0,79,1
53,1,86,1
77,4,81,5
37,0,93,1
50,0,87,1
40,-2,77,1
79,0,83,5
59,0,84,1
47,3,90,1
80,-5,84,5
55,0,77,4
56,0,97,4
56,3,98,4
55,0,87,1
37,0,84,1
37,0,75,1
37,0,76,1
56,0,78,4
37,0,79,1
51,0,77,1
49,0,88,1
45,3,88,1
57,4,85,1
82,0,86,5
55,1,86,1
46,0,85,1
37,0,77,1
45,0,93,1
45,-2,79,1
44,0,77,1
45,0,83,1
105,-1,106,5
49,0,83,1
37,0,104,1
50,-4,107,1
42,3,80,1
85,1,88,5
105,-2,106,5
43,0,79,1
55,0,77,4
52,0,81,1
58,0,86,1
37,0,98,1
42,2,80,1
37,0,75,1
41,0,80,1
37,-5,78,1
58,0,86,1
37,0,81,1
47,-3,86,1
44,-6,82,1
37,0,105,1
37,0,77,1
55,-1,83,1
51,-3,84,1
41,0,87,1
37,0,79,1
37,0,79,1
41,3,97,1
37,0,76,1
40,1,82,1
39,0,81,1
37,0,76,1
56,0,78,4
37,0,105,1
37,0,83,1
56,0,92,4
49,0,86,1
45,-2,81,1
37,0,77,1
45,-1,87,1
39,4,79,1
55,0,93,4
37,0,79,1
37,0,79,1
53,1,81,1
46,1,80,1
51,2,84,1
83,0,86,5
58,-5,82,1
49,0,85,1
37,0,83,1
41,1,81,1
56,4,98,4
42,0,87,1
55,0,91,4
41,-5,89,1
108,0,109,5
37,0,106,1
37,0,76,1
56,-4,80,1
51,0,85,1
44,5,85,1
37,5,109,1
42,0,88,1
56,0,97,4
47,0,76,1
55,0,78,4
56,0,91,4
49,4,106,1
37,0,99,1
55,0,92,4
37,0,79,1
37,0,77,1
55,0,77,4
56,0,86,1
49,-1,87,1
44,5,84,1
37,-1,81,1
55,0,81,4
37,0,77,1
37,0,83,1
49,3,80,1
56,0,79,4
55,0,80,4
53,5,81,1
37,0,78,1
44,0,82,1
51,0,80,1
43,0,81,1
53,0,80,1
37,0,80,1
37,0,76,1
41,0,79,1
50,0,91,1
37,0,81,1
41,1,86,1
40,0,86,1
56,0,92,4
56,0,97,4
37,0,75,1
82,0,86,5
55,0,93,4
44,5,83,1
42,-1,76,1
53,2,86,1
43,-2,82,1
56,0,77,4
45,0,81,1
43,0,106,1
37,0,79,1
56,-1,95,1
37,0,78,1
38,2,75,1
56,0,96,4
51,0,79,1
81,0,85,5
41,0,86,1
51,0,88,1
55,0,82,4
53,1,78,1
56,0,77,4
38,0,76,1
40,-5,106,1
44,0,75,1
37,0,104,1
55,0,79,4
41,1,77,1
53,2,86,1
55,0,79,4
56,0,79,4
37,0,80,1
56,0,77,4
37,0,77,1
56,0,79,4
41,0,83,1
55,5,86,1
57,-5,88,1
53,0,84,1
55,-3,97,4
85,0,88,5
53,0,104,1
45,0,85,1
56,-5,98,4
45,0,90,1
46,0,90,1
49,0,86,1
37,-1,75,1
41,0,77,1
38,3,92,1
38,-2,82,1
55,0,93,4
37,0,75,1
56,0,82,1
45,0,88,1
53,0,86,1
46,2,81,1
56,0,97,4
82,0,86,5
47,0,79,1
37,0,97,1
50,2,77,1
53,1,79,1
53,0,102,1
104,0,106,5
37,0,77,1
51,-3,81,1
46,-1,82,1
44,0,75,1
45,3,81,1
46,0,87,1
56,0,79,1
37,0,108,1
56,0,92,4
56,0,95,4
37,0,76,1
49,1,85,1
55,-4,80,4
45,-3,107,1
57,0,79,1
37,1,97,1
56,-1,97,4
55,0,97,4
43,0,80,1
45,0,74,1
36,-5,76,1
37,0,78,1
55,0,76,4
45,0,86,1
41,0,83,1
55,0,77,4
37,0,76,1
38,-4,78,1
55,2,96,4
37,0,104,1
51,0,77,1
41,0,78,1
37,0,76,1
41,5,76,1
41,0,83,1
45,1,87,1
37,-4,76,1
55,1,72,4
37,0,80,1
55,0,79,4
52,-5,90,1
37,0,81,1
56,4,98,4
55,0,77,4
48,5,84,1
56,0,76,4
56,0,86,1
41,-1,80,1
46,0,83,1
102,0,103,5
44,0,86,1
41,0,87,1
56,5,97,4
55,0,78,4
58,-4,108,1
62,0,109,1
51,0,88,1
54,0,88,1
45,0,76,1
44,0,75,1
55,0,77,4
46,0,84,1
49,1,88,1
51,1,83,1
56,0,78,4
50,-1,83,1
52,-5,88,1
55,0,82,4
37,0,78,1
45,1,93,1
37,0,77,1
75,0,80,5
41,0,86,1
41,0,97,1
55,0,77,4
81,0,84,5
55,0,97,4
41,-4,86,1
55,0,98,4
44,3,86,1
37,0,78,1
41,0,79,1
55,0,78,4
39,0,85,1
41,0,82,1
37,0,93,1
37,0,79,1
41,0,86,1
46,0,76,1
56,-1,77,4
56,-4,76,4
78,-5,83,5
45,1,84,1
45,2,82,1
104,0,106,5
37,0,109,1
37,2,79,1
37,2,76,1
55,0,78,4
43,0,76,1
37,0,76,1
46,0,86,1
40,-2,81,1
53,1,86,1
37,0,109,1
55,0,96,4
37,0,79,1
42,0,88,1
37,0,77,1
41,0,84,1
38,0,81,1
44,0,96,1
45,0,81,1
57,-1,86,1
37,0,81,1
42,-2,108,1
79,0,83,5
37,0,76,1
37,0,106,1
48,0,78,1
55,0,77,4
46,-5,100,1
37,0,76,1
37,0,80,1
51,0,91,1
43,0,76,1
56,0,96,4
37,0,80,1
50,0,84,1
43,0,84,1
45,0,88,1
55,0,97,4
37,1,97,1
56,0,97,4
49,-2,83,1
49,0,86,1
37,0,86,1
37,0,97,1
37,0,76,1
55,0,96,4
46,-5,108,1
46,0,84,1
42,5,83,1
42,0,76,1
42,-3,108,1
56,1,95,4
41,0,80,1
37,0,77,1
55,0,79,4
37,0,79,1
43,0,88,1
42,-5,88,1
46,2,81,1
37,0,80,1
55,0,96,4
37,0,76,1
45,0,87,1
78,5,81,5
37,0,77,1
55,0,96,4
45,0,93,1
41,0,82,1
56,0,78,4
78,0,81,5
54,1,83,1
47,-3,84,1
37,0,80,1
56,0,78,4
41,0,76,1
41,-1,82,1
37,0,79,1
37,0,80,1
85,0,88,5
40,4,81,1
37,0,77,1
43,0,76,1
41,0,81,1
79,0,84,5
57,5,86,1
37,-1,76,1
51,0,78,1
37,0,80,1
37,0,77,1
84,1,88,5
45,0,79,1
43,0,81,1
53,1,81,1
50,-5,77,1
53,3,83,1
47,-3,85,1
108,1,109,5
54,0,81,1
58,0,85,1
56,0,81,4
55,0,78,4
37,0,81,1
56,0,77,4
47,-4,75,1
83,3,86,5
40,-1,80,1
37,0,77,1
44,0,86,1
37,0,107,1
102,6,103,5
53,0,86,1
44,0,79,1
56,4,98,4
55,-4,86,1
49,1,81,1
50,2,83,1
51,3,81,1
37,0,76,1
51,0,87,1
55,-3,81,4
55,-2,86,1
41,-3,100,1
43,0,77,1
43,0,76,1
53,0,90,1
56,1,98,4
54,-3,90,1
37,0,76,1
59,-3,108,1
47,0,77,1
104,4,105,5
53,0,85,1
37,0,77,1
85,0,89,5
56,0,89,1
56,3,81,1
51,0,86,1
44,0,81,1
38,2,92,1
56,0,81,4
55,0,92,4
37,0,76,1
49,0,81,1
38,4,77,1
38,0,92,1
37,0,105,1
45,0,107,1
37,-1,106,1
37,0,79,1
37,0,101,1
56,1,80,4
37,0,76,1
44,0,91,1
106,4,108,5
45,0,81,1
43,0,83,1
37,0,100,1
47,-5,84,1
45,0,79,1
51,21,79,2
55,0,80,4
37,0,77,1
46,0,81,1
38,-4,104,1
49,0,77,1
49,0,107,1
37,1,77,1
49,-1,77,1
55,0,95,4
43,0,81,1
81,0,84,5
41,0,86,1
53,0,81,1
53,-1,104,1
37,0,83,1
51,0,82,1
37,0,76,1
37,0,77,1
56,3,96,4
55,0,92,4
55,0,82,4
49,-2,87,1
46,-2,79,1
45,3,76,1
56,0,96,4
37,0,101,1
38,-1,92,1
82,-4,86,5
80,1,84,5
41,1,80,1
44,0,86,1
43,0,84,1
37,0,77,1
37,0,106,1
37,0,90,1
54,4,81,1
37,0,80,1
45,0,79,1
41,1,77,1
55,0,82,4
37,1,81,1
61,0,111,1
51,0,77,1
54,-5,87,1
39,-3,77,1
43,-2,81,1
43,2,77,1
82,4,86,5
37,0,76,1
37,0,104,1
54,0,103,1
37,0,80,1
37,0,95,1
55,0,97,4
56,0,88,1
37,0,76,1
43,0,78,1
53,0,91,1
49,0,87,1
84,-5,88,5
43,0,76,1
54,-3,79,1
54,0,86,1
46,0,81,1
37,0,92,1
107,0,108,5
43,-1,86,1
37,0,77,1
42,0,76,1
43,0,81,1
55,0,86,1
43,-1,86,1
79,0,83,5
46,0,88,1
37,0,77,1
41,0,88,1
40,5,77,1
42,5,84,1
102,0,102,5
37,0,80,1
48,0,86,1
44,-4,93,1
48,5,77,1
55,-3,81,4
55,0,77,4
45,-1,81,1
37,0,108,1
45,-1,93,1
41,0,80,1
37,0,77,1
52,0,103,1
45,4,74,1
37,0,82,1
38,0,77,1
37,0,76,1
81,0,84,5
37,0,77,1
53,0,102,1
48,-4,77,1
79,0,83,5
80,1,84,5
49,1,77,1
37,0,104,1
49,0,107,1
41,0,81,1
37,0,103,1
39,-5,77,1
47,0,79,1
70,-30,107,3
55,0,77,4
37,0,83,1
44,-3,97,1
55,-2,99,4
56,0,97,4
82,0,86,5
39,3,90,1
56,3,86,1
56,1,80,4
80,0,84,5
53,0,102,1
38,-2,79,1
43,-4,81,1
104,8,105,5
56,0,81,4
45,0,83,1
37,2,80,1
47,-4,83,1
37,0,83,1
44,-5,83,1
50,-3,86,1
56,0,82,4
58,0,86,1
49,0,86,1
55,0,96,4
39,-1,81,1
45,-1,79,1
51,-1,85,1
49,0,88,1
55,0,77,4
37,0,97,1
78,-3,83,5
48,0,83,1
50,5,84,1
56,4,97,4
48,4,94,1
51,-1,77,1
37,-1,77,1
47,2,77,1
37,0,74,1
48,3,88,1
51,0,86,1
46,0,79,1
37,0,77,1
45,0,86,1
43,0,86,1
53,0,102,1
37,0,76,1
56,0,91,4
37,0,106,1
81,0,84,5
55,0,95,4
41,0,86,1
37,0,108,1
37,-3,92,1
56,0,77,4
59,5,86,1
55,4,72,4
37,0,95,1
55,0,77,4
37,0,82,1
37,0,104,1
37,0,104,1
44,1,83,1
55,0,98,4
56,0,79,1
56,-5,86,1
42,-3,86,1
37,0,79,1
44,-3,109,1
48,4,82,1
42,2,89,1
46,0,82,1
56,0,81,1
55,0,96,4
53,0,77,1
52,0,88,1
37,0,75,1
56,-3,88,1
56,4,87,1
42,0,79,1
41,0,86,1
56,0,95,1
37,0,95,1
41,-2,76,1
44,0,78,1
56,0,85,1
37,1,90,1
45,0,86,1
51,-1,81,1
55,0,78,4
42,0,77,1
55,0,78,4
53,0,85,1
56,0,92,4
80,-1,84,5
38,5,94,1
53,5,79,1
44,2,77,1
43,0,89,1
50,0,80,1
51,0,77,1
85,-5,89,5
37,3,79,1
37,0,77,1
37,3,76,1
44,2,81,1
43,0,82,1
37,0,78,1
42,5,86,1
51,3,91,1
53,0,79,1
51,1,86,1
